Age,Salary,Experience,Performance_Score,Gender,Department,Hired,Hiring_Date,Location
40.0,75247,18 years,10,F,Marketing,Yes,2021-01-18,Boston
25.0,51012,0 years,5,,,Yes,2011-04-26,Boston
,57296,18 years,1,M,Engineering,Y,2023-10-02,New York
41.0,48280,20 years,7,Female,Sales,,2022-12-04,
46.0,89740,19 years,8,F,HR,No,2014-10-22,New York
30.0,51691,4 years,8,Male,Sales,Y,2019-05-17,New York
29.0,25000,,8,F,HR,No,2011-12-23,New York
34.0,44210,6 years,10,Male,Marketing,N,2023-03-09,Seattle
31.0,59062,12 years,8,,Engineering,Y,2016-02-12,Boston
42.0,43158,19 years,9,Male,Engineering,Yes,2015-11-07,New York
40.0,77613,14 years,9,F,Engineering,Y,2018-07-16,Boston
43.0,49875,21 years,2,M,Sales,Yes,2016-02-15,Seattle
38.0,41421,11 years,2,Female,HR,No,2020-11-13,Boston
29.0,29517,5 years,7,Female,Sales,Y,2010-05-05,
,25000,0 years,10,,,No,2011-12-17,Austin
45.0,47414,,8,F,Marketing,No,2012-12-16,Seattle
29.0,28994,4 years,10,,Marketing,No,2020-04-15,Seattle
18.0,37387,0 years,4,F,Marketing,,2021-01-21,New York
36.0,51925,9 years,10,Male,Sales,Y,2018-05-28,New York
35.0,25000,11 years,1,Female,Engineering,Y,2023-08-24,Boston
58.0,63008,,3,Female,Engineering,Yes,2010-06-11,New York
18.0,25000,0 years,8,Male,HR,Yes,,New York
28.0,50597,6 years,10,F,Marketing,No,2011-11-08,Seattle
31.0,25212,8 years,9,M,Marketing,Y,2018-06-02,Seattle
18.0,25000,0 years,5,M,Marketing,Yes,2012-10-21,New York
36.0,46611,8 years,4,F,HR,Y,,
29.0,40727,5 years,3,F,,Yes,2017-12-12,New York
34.0,32908,13 years,8,Male,Marketing,Yes,2020-08-29,New York
27.0,73034,0 years,10,F,Marketing,Y,2012-07-27,Seattle
36.0,52528,18 years,10,Male,Engineering,Yes,2021-01-13,Boston
55.0,50404,34 years,9,M,Engineering,Yes,2013-07-18,Austin
31.0,75452,9 years,10,Male,Sales,No,2010-04-19,
39.0,34783,,3,F,HR,Yes,2014-07-14,Boston
29.0,25000,8 years,8,,Engineering,No,2017-06-11,Boston
30.0,31858,11 years,3,Male,Engineering,No,2021-09-10,Boston
24.0,47106,0 years,5,Female,HR,Yes,2018-03-20,Austin
26.0,56126,1 years,9,Male,Marketing,,2021-11-12,Seattle
37.0,53496,13 years,4,,Marketing,Y,2014-08-09,New York
23.0,53906,4 years,2,Female,Engineering,N,2018-03-10,
29.0,37110,4 years,9,Female,Engineering,,2019-08-06,Seattle
39.0,56246,10 years,8,Female,Engineering,Y,2020-03-24,Seattle
41.0,25000,22 years,2,,Marketing,Yes,2018-06-22,Boston
25.0,66532,1 years,6,Female,Engineering,Y,,Boston
24.0,36564,1 years,1,F,Engineering,,2011-11-23,Austin
49.0,67017,25 years,5,,Engineering,No,2019-04-14,New York
49.0,69012,29 years,1,F,Sales,,2021-04-28,Seattle
40.0,77662,19 years,4,Male,HR,,2017-10-16,New York
29.0,32648,9 years,9,Male,Sales,Yes,2015-07-11,Boston
40.0,49373,17 years,9,Male,Sales,,2012-10-18,Seattle
38.0,38017,12 years,1,Female,Sales,Y,2010-11-03,Austin
27.0,30814,2 years,9,F,Sales,,2016-07-18,New York
18.0,32882,0 years,8,Male,Sales,,2016-08-25,Austin
20.0,25000,0 years,7,,,Yes,,New York
22.0,25000,0 years,1,Male,Engineering,Y,2014-05-26,
50.0,28910,27 years,8,Female,HR,,2010-07-22,Boston
44.0,44708,21 years,5,Male,Sales,,2020-07-06,
25.0,26565,5 years,4,Female,Sales,Yes,2015-03-18,Boston
48.0,54079,24 years,1,Female,Sales,Yes,2012-08-20,New York
44.0,32408,23 years,6,M,HR,Yes,2019-10-15,
45.0,49110,20 years,1,Female,Marketing,,2015-02-20,
31.0,40020,8 years,10,M,HR,Y,2021-06-28,Boston
26.0,36821,2 years,3,Male,Sales,No,2015-01-15,Boston
44.0,70865,22 years,8,M,HR,Y,2020-08-17,Seattle
25.0,31686,6 years,4,,HR,N,2011-10-05,Boston
18.0,35470,0 years,10,F,Sales,Yes,2020-04-20,Seattle
40.0,57509,21 years,1,,Sales,Yes,2019-08-18,Boston
34.0,71038,7 years,6,,Sales,N,2020-05-06,New York
26.0,35663,3 years,10,F,Engineering,Y,2015-09-09,Boston
40.0,48607,22 years,1,Male,Sales,Yes,2010-03-07,New York
18.0,41214,0 years,7,M,HR,N,2023-06-27,Seattle
32.0,36482,12 years,1,Female,Sales,Y,2014-10-24,Austin
30.0,38898,2 years,8,Female,Marketing,No,2012-11-16,New York
22.0,36410,0 years,1,Female,Marketing,Y,2022-12-22,Austin
40.0,69283,16 years,4,Female,HR,Yes,2018-05-15,Boston
45.0,43955,23 years,5,Female,Engineering,Y,2017-01-07,Boston
33.0,54443,10 years,2,Male,HR,Yes,2022-06-06,Seattle
39.0,85995,12 years,5,,Marketing,,2016-10-31,Austin
55.0,81185,34 years,5,Female,,Yes,2016-01-29,New York
31.0,37255,11 years,9,F,,,2012-04-08,Seattle
23.0,25000,3 years,7,M,Engineering,No,2012-01-18,New York
26.0,47314,6 years,10,F,Sales,,2015-07-24,Boston
35.0,37415,17 years,1,Female,,Y,2012-01-19,Seattle
25.0,36365,3 years,2,Male,Engineering,,2020-05-15,
30.0,55207,12 years,4,Male,Engineering,Yes,2011-12-15,
34.0,34779,14 years,4,Female,Marketing,No,2020-03-13,New York
18.0,30481,0 years,3,Female,Engineering,N,2015-02-07,
29.0,25000,9 years,8,,Marketing,Y,2021-05-09,Austin
41.0,76303,18 years,9,Female,,Yes,2019-11-17,Boston
18.0,48934,0 years,2,,Marketing,Y,2012-05-11,Austin
20.0,25749,0 years,6,Female,Marketing,N,2012-11-28,
37.0,67659,15 years,9,Male,,No,2020-03-08,
36.0,40359,16 years,2,Female,HR,,2021-10-16,Seattle
45.0,47882,20 years,10,,HR,N,,
38.0,85705,21 years,5,M,,Y,,New York
40.0,36770,15 years,2,M,HR,,2011-02-26,
37.0,48760,19 years,2,,Engineering,Y,2023-05-19,Seattle
44.0,49432,22 years,9,,HR,Yes,2015-01-12,Austin
28.0,84957,1 years,7,M,HR,No,2016-09-22,Seattle
36.0,25000,10 years,1,M,,No,2023-03-01,Austin
23.0,29439,1 years,4,F,Sales,No,2011-08-27,Seattle
25.0,35942,1 years,9,,Marketing,Yes,,Boston
40.0,61839,15 years,8,,Marketing,Yes,2023-12-24,Boston
29.0,76394,7 years,3,Female,HR,Yes,2023-08-15,Boston
32.0,25441,13 years,3,M,Engineering,Yes,2019-05-28,New York
46.0,68774,25 years,1,F,Marketing,Y,2018-08-28,Seattle
24.0,25000,6 years,3,Female,HR,,2018-05-17,Austin
31.0,65151,6 years,1,Female,Sales,Yes,2022-12-04,Austin
18.0,29329,0 years,7,,,No,,Austin
44.0,57351,18 years,2,Female,Marketing,,2014-04-13,New York
52.0,62478,28 years,4,F,Engineering,Yes,2021-05-19,Boston
28.0,25000,5 years,8,Female,Sales,Yes,2010-06-03,Boston
34.0,43436,11 years,4,Female,Marketing,Yes,2012-12-16,New York
26.0,41785,0 years,10,Female,,Y,2021-12-16,
48.0,29624,23 years,2,,Sales,Y,2011-11-26,
24.0,31023,3 years,9,M,Marketing,No,2017-08-18,New York
39.0,59929,11 years,6,Female,HR,Y,2014-10-28,Austin
41.0,44922,22 years,7,,Sales,Y,2013-06-04,Boston
29.0,44780,6 years,7,M,Marketing,Yes,2015-05-19,New York
37.0,42965,14 years,8,Female,Sales,Yes,2015-09-25,
25.0,32870,4 years,8,Female,HR,No,2010-11-17,Boston
18.0,58570,0 years,7,,Sales,No,2016-12-09,Seattle
36.0,60588,17 years,4,M,,Y,,Boston
18.0,42044,0 years,9,Female,Engineering,,2018-08-28,Boston
32.0,48640,11 years,1,M,Marketing,Yes,,Seattle
49.0,42565,26 years,1,F,HR,,2015-01-21,Boston
33.0,47791,6 years,2,,Sales,N,2020-07-13,New York
36.0,55811,3 years,7,M,Sales,Y,2011-04-08,New York
34.0,28099,11 years,8,Female,,Yes,2012-10-23,New York
26.0,31819,4 years,3,Female,HR,No,2012-01-10,
45.0,38850,20 years,9,Female,Engineering,No,2010-07-04,Austin
39.0,68242,17 years,10,Female,HR,Yes,2017-05-29,Boston
26.0,30475,3 years,3,F,HR,Y,2015-09-15,New York
39.0,79678,18 years,5,M,Sales,No,2019-11-05,Boston
34.0,46017,12 years,5,,Engineering,Y,2017-07-18,Seattle
42.0,33092,19 years,8,Male,Engineering,No,2017-09-18,Boston
29.0,55124,3 years,7,M,,Yes,2015-06-29,
18.0,25688,0 years,9,Male,Engineering,,2023-06-01,Boston
58.0,47631,30 years,4,M,Marketing,N,2016-04-20,Austin
46.0,69521,23 years,2,Male,Marketing,,2011-01-09,
38.0,35268,15 years,10,Male,HR,Yes,2018-12-01,New York
34.0,60849,11 years,5,Female,Engineering,No,2019-01-10,New York
33.0,57389,9 years,10,Male,Engineering,Yes,2015-02-13,Boston
33.0,47692,14 years,3,M,Engineering,Y,2023-01-28,New York
42.0,79080,19 years,6,Female,Sales,N,,New York
46.0,54996,21 years,7,Female,Sales,,2021-01-06,New York
32.0,46184,2 years,4,,,Y,2022-03-23,Austin
30.0,33048,9 years,6,Male,Engineering,Y,2020-07-24,Austin
43.0,62621,24 years,3,Female,Marketing,Y,2017-01-05,New York
31.0,32175,7 years,8,F,Sales,,2011-12-30,Boston
36.0,54793,15 years,5,F,Sales,Y,,New York
59.0,66398,37 years,3,Female,Sales,,2021-07-24,Seattle
32.0,47063,9 years,2,M,Marketing,No,2022-10-07,
27.0,25000,3 years,8,M,HR,Yes,2021-05-19,
31.0,60023,8 years,8,Female,HR,,2014-10-06,Boston
47.0,55389,26 years,9,F,Sales,Y,2012-05-01,New York
32.0,52198,14 years,4,,Sales,,2013-12-22,New York
55.0,70797,32 years,3,F,HR,N,2012-12-06,Seattle
32.0,50523,13 years,5,F,Marketing,,2010-03-21,Seattle
29.0,48243,6 years,4,F,,Yes,2011-09-07,Boston
26.0,64160,4 years,3,Male,HR,,2013-11-24,Boston
37.0,39366,17 years,3,F,HR,Yes,2014-01-26,New York
28.0,36347,6 years,1,F,HR,,2019-09-27,New York
31.0,26775,4 years,9,Male,Sales,Yes,2011-06-03,
38.0,48417,19 years,4,,Sales,Yes,2022-08-15,Seattle
45.0,56833,21 years,2,M,Marketing,N,2019-11-25,Austin
28.0,40920,2 years,3,Male,Engineering,,2018-04-08,Boston
36.0,77679,15 years,9,M,Engineering,,2015-03-31,Boston
34.0,45375,13 years,6,,HR,Y,2013-10-09,Seattle
,40573,23 years,8,M,Engineering,Yes,2021-12-10,New York
45.0,57770,,1,Male,Engineering,Yes,2016-04-05,Seattle
27.0,25000,0 years,1,,Engineering,Y,2011-03-24,New York
21.0,32552,0 years,7,,Sales,No,2018-01-10,Boston
43.0,58148,17 years,7,Female,Marketing,N,2023-09-23,New York
28.0,25000,4 years,3,,HR,No,2019-02-28,Seattle
29.0,41820,7 years,10,Male,Sales,Yes,2023-05-07,
49.0,45512,27 years,4,,Sales,Y,2011-02-27,
41.0,44742,15 years,2,F,HR,No,2019-10-25,Seattle
36.0,58106,14 years,5,Female,HR,Y,2018-03-01,New York
31.0,54195,3 years,6,Male,Sales,Yes,2019-12-17,Seattle
31.0,28478,9 years,4,Male,Sales,,,Boston
35.0,40648,15 years,7,,Marketing,Yes,2015-12-24,
34.0,51645,8 years,1,Female,,N,2013-02-20,Seattle
41.0,43629,21 years,8,Male,,N,,Austin
36.0,45414,8 years,4,Female,Marketing,,2019-05-24,
38.0,44438,18 years,2,,HR,Yes,2013-02-10,Seattle
30.0,31013,12 years,5,F,HR,Yes,2021-12-02,Austin
39.0,25000,14 years,5,F,Sales,Y,2017-11-18,Seattle
31.0,51069,10 years,3,,Sales,No,2010-09-23,
33.0,53037,6 years,4,F,HR,No,2022-11-15,Seattle
24.0,45488,5 years,10,M,Marketing,,2011-07-25,
41.0,57760,19 years,6,Female,Engineering,,2016-05-15,Boston
40.0,37033,22 years,6,Female,,Yes,2019-02-03,Austin
40.0,52504,21 years,6,Female,Marketing,Y,2020-03-03,Boston
50.0,61468,28 years,5,M,,Y,2014-12-28,Austin
21.0,37347,2 years,8,Male,Marketing,,,Seattle
34.0,36444,11 years,4,F,Engineering,Yes,,Seattle
40.0,30783,21 years,2,M,,Yes,,New York
28.0,25000,5 years,2,Female,Engineering,No,2022-03-27,New York
25.0,56250,2 years,7,F,Marketing,Yes,2019-01-26,Seattle
24.0,45379,0 years,1,Female,,Y,2019-07-05,
37.0,50434,14 years,10,,Marketing,,2016-08-13,New York
27.0,25000,1 years,5,M,HR,Yes,,
34.0,50544,8 years,5,Female,HR,Y,2012-04-20,Seattle
36.0,55624,12 years,3,Female,,Yes,2010-06-18,Austin
27.0,42476,2 years,5,M,HR,No,2017-03-09,Seattle
47.0,60486,25 years,9,,,N,,Austin
28.0,72567,1 years,3,,Engineering,N,2022-04-16,
28.0,36103,7 years,6,F,,,2010-09-25,New York
40.0,63055,14 years,3,,Marketing,,2018-03-12,New York
28.0,29709,3 years,4,Male,Sales,,2014-11-04,Austin
18.0,40565,0 years,5,M,Sales,Y,2020-08-24,Austin
28.0,57531,9 years,8,Male,Sales,N,2012-08-15,Boston
30.0,56217,8 years,9,Male,Sales,N,2013-06-12,Austin
38.0,55437,13 years,1,M,,,2017-04-03,Seattle
18.0,39186,0 years,5,,HR,Y,2010-10-01,
33.0,46695,7 years,3,M,,No,,New York
42.0,77143,21 years,4,Female,Engineering,,2018-07-20,Austin
28.0,36704,4 years,8,Male,Engineering,Yes,2022-12-24,Austin
33.0,67642,5 years,7,F,Marketing,Yes,2016-12-05,Boston
26.0,30049,2 years,9,Female,Marketing,,,Seattle
24.0,72174,5 years,1,F,,Y,2018-07-22,Seattle
20.0,57684,1 years,9,Male,HR,Y,,Seattle
34.0,33795,13 years,8,Male,Engineering,,2023-07-26,Austin
31.0,47487,8 years,3,Female,Sales,Y,2015-12-01,Seattle
37.0,56493,13 years,6,Female,Engineering,No,2020-04-16,Boston
41.0,39995,20 years,9,F,Marketing,Yes,2015-06-06,Boston
44.0,58910,25 years,5,Male,Engineering,,2020-11-24,Seattle
44.0,49382,19 years,9,,Sales,,2020-01-21,New York
50.0,78473,24 years,1,M,,No,2018-12-05,Austin
31.0,38340,10 years,10,Female,HR,Yes,2017-01-13,
32.0,36126,8 years,2,Female,Marketing,Y,2020-08-02,Seattle
38.0,58330,15 years,2,M,HR,,2013-12-05,Boston
24.0,39366,3 years,9,Male,Sales,N,2010-01-14,Boston
43.0,53870,24 years,1,,HR,Yes,2016-09-11,Austin
43.0,55077,20 years,2,,HR,No,2016-05-18,Austin
42.0,68147,22 years,2,M,Engineering,Y,2010-06-05,
44.0,58910,25 years,5,Male,Engineering,,2020-11-24,Seattle
36.0,44521,,8,,HR,Yes,2019-02-28,Seattle
18.0,32334,0 years,3,Female,Engineering,Yes,2020-11-14,Austin
49.0,48687,25 years,4,Male,,Y,2019-07-02,Austin
41.0,35278,19 years,2,M,HR,,2022-11-20,New York
31.0,59285,8 years,8,Female,Engineering,,2022-10-24,Boston
27.0,45261,3 years,7,M,Sales,Y,2019-10-20,Boston
26.0,25000,0 years,4,F,,,2019-10-02,Boston
43.0,26460,23 years,5,Female,Sales,No,,New York
57.0,57287,36 years,9,Female,Engineering,Yes,2021-01-05,Austin
42.0,64571,24 years,5,,Marketing,,,New York
43.0,64600,12 years,6,Male,,,2016-10-30,Boston
,68793,18 years,7,Female,HR,N,,Seattle
40.0,50682,21 years,5,Female,,,2023-11-03,Austin
32.0,45275,11 years,10,F,Engineering,Y,2021-01-30,
44.0,39680,21 years,5,Female,HR,No,2015-05-14,
30.0,42192,6 years,6,Male,,N,2018-11-28,Seattle
30.0,25000,9 years,5,Male,,,2017-10-23,Austin
41.0,34054,17 years,10,Male,Engineering,Yes,2016-06-14,Austin
30.0,56115,9 years,8,M,Marketing,Y,2020-11-02,New York
45.0,76082,,6,M,,Y,2011-07-07,
45.0,50935,24 years,8,Male,Marketing,No,2022-07-27,Boston
28.0,40470,11 years,2,Male,Engineering,Yes,2019-10-02,Seattle
23.0,37124,0 years,8,Male,,Y,2023-04-24,Seattle
42.0,52113,19 years,2,Female,Sales,,2020-01-03,Austin
29.0,56405,12 years,5,Female,,No,2016-09-26,
36.0,58052,16 years,7,,HR,,2019-09-24,Austin
51.0,62166,37 years,5,,Engineering,Y,2010-02-13,Austin
26.0,26674,5 years,9,Female,Marketing,Yes,2013-12-07,
21.0,55785,0 years,6,,,Yes,2020-06-05,Austin
48.0,47853,24 years,3,F,Sales,Yes,2014-07-16,
36.0,45865,11 years,7,Female,Engineering,Y,,Seattle
18.0,30157,0 years,7,F,Sales,,2014-11-25,Austin
18.0,30926,2 years,2,Male,Engineering,No,2013-03-31,New York
38.0,71033,15 years,10,Female,Marketing,No,2014-05-10,Austin
25.0,65620,1 years,10,Female,Engineering,Yes,2021-05-02,Boston
38.0,72528,18 years,6,Female,Sales,,2017-12-16,
46.0,32508,25 years,10,Female,,Yes,2015-11-28,
31.0,50373,,2,Female,Engineering,,2014-08-30,
34.0,26901,12 years,5,Female,Engineering,Yes,2017-03-13,Seattle
32.0,30812,7 years,8,Male,Marketing,Yes,2012-10-02,Boston
32.0,79768,12 years,1,Male,Sales,Y,2017-01-17,Boston
33.0,42770,13 years,9,,,N,2018-02-25,Seattle
36.0,80230,14 years,3,Male,Engineering,,2023-03-14,Seattle
31.0,25000,13 years,5,,,,2018-11-03,New York
36.0,74246,16 years,8,Male,Engineering,N,2018-11-14,
30.0,28637,8 years,1,Male,,Yes,2013-07-01,Boston
36.0,63476,13 years,6,Male,,Y,,Boston
29.0,25000,8 years,4,,Sales,Yes,2012-09-05,
45.0,52821,23 years,3,Male,Engineering,Y,2016-06-09,New York
33.0,25000,10 years,7,Female,HR,Y,2022-03-07,Austin
45.0,48815,24 years,2,Male,HR,Y,,Seattle
46.0,67142,20 years,10,Female,HR,Yes,,New York
35.0,25000,17 years,6,M,Engineering,No,2019-10-26,New York
47.0,78290,27 years,2,,HR,Yes,2011-06-20,Austin
32.0,39386,12 years,6,Female,HR,N,,Seattle
33.0,52650,11 years,5,,Marketing,,2012-09-16,Austin
18.0,35322,0 years,5,M,HR,No,2022-04-28,New York
32.0,46520,10 years,4,,HR,Yes,2023-08-02,Boston
53.0,65503,31 years,3,Female,Sales,No,2022-01-06,Seattle
40.0,69381,20 years,9,Male,Engineering,Yes,2019-03-26,Austin
41.0,63809,19 years,7,,HR,,2017-09-03,Boston
18.0,25970,0 years,7,,Sales,Y,2016-01-21,New York
29.0,49838,15 years,7,M,Engineering,No,2015-10-01,New York
30.0,62188,7 years,1,,Marketing,Yes,2015-01-17,New York
43.0,65008,17 years,8,,Marketing,Y,,Boston
33.0,65119,11 years,10,Female,Sales,,2012-01-05,Austin
25.0,37654,4 years,4,,Engineering,Y,,Austin
39.0,47104,23 years,4,M,Sales,No,2018-11-30,
32.0,25026,14 years,1,M,HR,Yes,2012-08-19,
30.0,40629,14 years,10,,Marketing,Yes,,Boston
26.0,54928,4 years,4,,Engineering,Yes,2023-07-23,Boston
26.0,34935,3 years,8,Female,,Yes,2016-03-22,Seattle
33.0,33703,,9,Male,Marketing,Yes,2018-08-12,Boston
36.0,34720,11 years,8,Male,,No,2010-06-16,Seattle
36.0,31703,9 years,9,Female,Engineering,Yes,2023-11-25,Austin
30.0,27567,8 years,3,Female,HR,Yes,2019-06-19,Seattle
47.0,52649,28 years,9,Male,Marketing,,2013-02-02,
38.0,62558,17 years,7,Male,Sales,,2022-02-15,Seattle
28.0,60735,8 years,8,Male,,No,2012-11-07,Austin
54.0,72492,35 years,2,Female,Marketing,Y,2011-11-26,
22.0,33035,1 years,2,Female,Marketing,Yes,2019-07-03,
46.0,67290,29 years,9,M,Engineering,N,2012-01-03,New York
31.0,45139,15 years,9,F,HR,Y,2010-01-01,Boston
43.0,71353,21 years,8,Female,Engineering,Y,2011-10-01,Austin
41.0,54250,19 years,1,Female,Marketing,Yes,2015-01-27,Austin
18.0,32084,0 years,7,Male,Sales,Yes,2019-10-11,Seattle
40.0,40410,14 years,2,Female,Engineering,Y,,Boston
42.0,55514,20 years,10,Female,Sales,Y,2015-05-08,New York
40.0,53224,20 years,1,,Engineering,,2017-02-06,Seattle
54.0,95737,29 years,4,M,,No,2019-08-20,
47.0,54454,31 years,3,M,Marketing,N,2014-05-20,New York
21.0,61758,3 years,8,,HR,Yes,2011-12-08,New York
18.0,25000,,8,M,Engineering,Yes,2016-11-07,Austin
45.0,61162,20 years,6,,HR,N,2016-03-07,
18.0,25000,0 years,10,Male,Engineering,,2012-11-09,Seattle
41.0,55205,17 years,2,F,,N,2020-03-17,New York
21.0,46766,3 years,7,Male,,N,2019-09-30,Austin
48.0,52903,26 years,4,Female,Sales,No,2018-08-10,Seattle
38.0,60888,19 years,2,Female,Marketing,Yes,2015-03-19,Seattle
27.0,29220,6 years,5,Male,Engineering,,2015-09-16,Boston
18.0,39301,0 years,7,M,Engineering,No,2019-02-19,
30.0,38636,8 years,7,Male,HR,Y,2011-11-24,Austin
38.0,55063,14 years,7,Male,Marketing,Y,2015-07-08,Austin
36.0,60489,15 years,1,Male,Engineering,,2022-11-21,Boston
18.0,25000,0 years,6,F,,Y,2015-03-30,New York
56.0,34272,39 years,4,Male,Marketing,Y,2012-02-04,New York
28.0,25000,2 years,4,,Marketing,,2014-09-26,New York
18.0,38137,0 years,6,Female,Sales,No,2012-01-08,Seattle
37.0,60205,17 years,8,Female,,Yes,2016-09-17,Boston
32.0,41897,12 years,10,F,Marketing,,,
34.0,39145,7 years,10,Male,Marketing,Yes,2017-08-30,Boston
29.0,32542,4 years,2,Female,,,2022-08-06,Boston
49.0,51094,28 years,8,,HR,,2016-09-10,
25.0,42131,4 years,7,Male,Engineering,N,2021-09-20,
37.0,45001,13 years,5,Male,,Yes,2019-10-12,New York
39.0,52951,14 years,8,M,,N,,New York
38.0,60090,14 years,3,Female,Marketing,N,2011-01-28,Seattle
41.0,72128,18 years,5,Male,HR,Yes,2015-02-25,Seattle
21.0,46314,2 years,2,Female,HR,N,,New York
39.0,25000,17 years,4,F,Sales,Yes,2015-11-15,Austin
36.0,38214,11 years,4,Male,HR,Y,2015-10-18,Austin
40.0,42326,20 years,9,Male,HR,No,2016-08-23,
42.0,47220,21 years,4,,HR,Yes,,Austin
46.0,27292,24 years,8,Female,,Yes,2013-12-15,
48.0,63499,21 years,7,,Sales,Yes,2022-08-11,Austin
28.0,30093,10 years,1,Female,Sales,Yes,2022-07-11,Austin
32.0,38189,7 years,1,Female,Marketing,,2016-02-17,Boston
38.0,25000,11 years,9,F,Sales,Yes,2014-10-22,
18.0,54074,0 years,2,F,,N,2019-09-26,Seattle
18.0,25000,0 years,8,,Sales,Y,2021-03-16,Boston
24.0,45149,3 years,7,M,Marketing,,2017-10-21,Boston
39.0,39348,14 years,8,F,Marketing,,2023-11-16,New York
39.0,79874,18 years,10,F,Sales,N,2023-03-02,
36.0,53512,14 years,3,Female,Marketing,N,,
50.0,34886,25 years,10,,Engineering,Yes,2019-06-02,Austin
36.0,56582,18 years,8,Male,Engineering,,2012-04-20,Boston
35.0,55877,16 years,2,F,Engineering,Y,2023-03-02,Austin
26.0,69309,7 years,1,F,,N,2017-07-08,Boston
43.0,55834,16 years,2,Male,Engineering,Yes,2016-06-28,New York
56.0,81965,31 years,6,Female,HR,Yes,2013-02-09,New York
18.0,42324,0 years,9,M,Engineering,Yes,2023-04-04,Seattle
30.0,44303,9 years,8,Female,Engineering,Y,2014-06-09,
23.0,57625,0 years,2,Female,Sales,Yes,2012-03-08,
56.0,70050,35 years,3,M,HR,Y,2017-10-11,
18.0,25000,0 years,1,F,HR,No,2011-01-27,Seattle
,31902,18 years,4,Female,Marketing,,2019-07-31,Austin
23.0,44193,3 years,9,Male,,N,2023-05-07,Seattle
34.0,46992,14 years,4,Female,HR,Yes,2019-01-28,Boston
26.0,33644,1 years,2,Male,Marketing,Yes,2018-02-07,
31.0,49351,4 years,6,Male,,Y,2012-12-01,Seattle
30.0,52897,12 years,8,Female,Marketing,No,2018-07-22,Seattle
53.0,67044,29 years,4,Female,HR,Y,2016-01-17,Seattle
42.0,94082,19 years,8,,HR,Yes,2018-04-05,Boston
43.0,82687,26 years,5,Male,Sales,No,2022-06-20,Austin
38.0,42196,12 years,7,Female,,Yes,2012-04-21,Seattle
61.0,96460,37 years,10,Male,Engineering,N,2021-09-04,Austin
18.0,41623,0 years,7,Male,Sales,Yes,2012-07-14,New York
41.0,37077,21 years,1,Female,,No,2013-08-27,Boston
33.0,46282,10 years,7,Female,Marketing,Y,2010-09-23,New York
47.0,48544,25 years,8,Male,HR,Y,,Austin
42.0,41247,24 years,2,Male,Marketing,,2019-10-29,New York
33.0,47530,10 years,7,,Marketing,No,2020-01-02,Seattle
34.0,50777,13 years,4,Female,HR,,2010-05-28,Seattle
21.0,26411,0 years,3,M,Engineering,N,2015-03-14,Austin
28.0,47628,0 years,8,Male,Engineering,Yes,2022-02-19,Austin
,54796,13 years,4,F,Marketing,Yes,2016-07-22,Austin
18.0,34443,0 years,2,Female,Sales,,2017-09-15,
19.0,51396,8 years,1,F,Marketing,No,2012-12-02,Seattle
50.0,61009,26 years,1,M,Engineering,,2011-04-19,Boston
26.0,61923,4 years,5,,Marketing,N,,Seattle
44.0,47206,19 years,10,F,Sales,,2014-08-14,Boston
34.0,60078,7 years,6,Female,HR,,2010-04-24,Seattle
41.0,43305,12 years,6,M,Sales,No,2019-12-01,Austin
38.0,43518,14 years,4,M,HR,No,2010-12-15,New York
41.0,69617,,2,F,Engineering,Yes,,
42.0,60022,23 years,3,M,Marketing,Yes,2011-03-11,
41.0,64762,16 years,6,Female,,Yes,2019-06-20,Boston
36.0,55403,12 years,6,F,Marketing,Yes,2019-03-16,
31.0,37877,8 years,5,M,,Y,2023-11-14,Boston
18.0,37451,0 years,5,,Engineering,Y,2013-09-21,Boston
30.0,37118,6 years,7,Male,,Yes,2011-01-04,Boston
24.0,50459,0 years,7,Female,Marketing,Y,2017-04-15,
40.0,42336,14 years,8,,Marketing,Yes,2010-03-26,Austin
42.0,57118,24 years,7,Male,Marketing,Y,,Austin
33.0,45045,15 years,2,Female,Marketing,No,2012-10-05,Seattle
41.0,54440,21 years,9,Male,HR,,2016-09-23,Seattle
39.0,79939,23 years,5,F,HR,Yes,2013-08-24,Austin
41.0,43759,12 years,5,Female,Sales,N,2020-12-29,
36.0,39423,10 years,2,F,Engineering,Y,,Boston
41.0,96359,19 years,9,Male,HR,Yes,,
38.0,36197,17 years,3,F,,,,Austin
38.0,52504,21 years,5,F,Marketing,No,2023-03-02,New York
44.0,62091,21 years,2,Male,,,2011-07-05,New York
43.0,42613,25 years,5,F,Sales,Y,2018-07-10,Austin
34.0,31460,17 years,9,M,Sales,N,2013-02-20,New York
30.0,62564,10 years,5,Female,Engineering,Yes,2020-07-28,Seattle
18.0,41062,0 years,7,Male,,No,2023-06-18,Austin
41.0,36770,18 years,9,Male,Marketing,,2022-08-11,Boston
33.0,30957,9 years,8,F,Marketing,,2019-06-04,New York
